Sucursal,Territorio,Cliente,Agreement_Num,Valor_Prestamo,Tarifa_Semanal,Pago_Semanal,Sin_Pago_Sem,Fecha_Pago,Contrato_con_Fraude
Sucursal 01,MEX-1252,C00000002,AG00011,12020,500,0,1,12/09/2019,
Sucursal 01,MEX-1252,C00000002,AG00011,12020,500,0,1,20/09/2019,
Sucursal 01,MEX-1252,C00000002,AG00011,12020,500,0,1,29/09/2019,
Sucursal 01,MEX-1252,C00000002,AG00011,12020,500,0,1,05/10/2019,
Sucursal 01,MEX-1252,C00000002,AG00011,12020,500,0,1,10/10/2019,
Sucursal 01,MEX-1252,C00000002,AG00011,12020,500,0,1,19/10/2019,
Sucursal 01,MEX-1252,C00000002,AG00011,12020,500,0,1,24/10/2019,
Sucursal 01,MEX-1252,C00000002,AG00011,12020,500,0,1,03/11/2019,
Sucursal 01,MEX-1252,C00000002,AG00011,12020,500,0,1,10/11/2019,
Sucursal 01,MEX-1252,C00000002,AG00011,12020,500,0,1,15/11/2019,
Sucursal 01,MEX-1252,C00000002,AG00011,12020,0,0,0,23/11/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,0,0,0,01/12/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,320,220,0,01/09/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,06/09/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,15/09/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,180,0,23/09/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,180,0,27/09/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,180,0,07/10/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,14/10/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,18/10/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,28/10/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,03/11/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,10/11/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,18/11/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,120,0,22/11/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,120,0,01/12/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,06/12/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,15/12/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,20/12/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,30/12/2019,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,220,0,05/01/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,10/01/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,16/01/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,180,0,25/01/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,30/01/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,08/02/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,17/02/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,21/02/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,02/03/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,06/03/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,15/03/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,23/03/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,26/03/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,04/04/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,220,0,12/04/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,220,0,20/04/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,220,0,27/04/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,180,0,30/04/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,180,0,09/05/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,18/05/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,25/05/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,29/05/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,07/06/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,12/06/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,150,0,20/06/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,27/06/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,06/07/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,12/07/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,120,0,17/07/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,27/07/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,01/08/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,07/08/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,15/08/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,120,0,22/08/2020,
Sucursal 01,MEX-1252,C00000003,AG00012,4020,180,0,1,28/08/2020,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,0,520,0,07/09/2020,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,568.9,370,0,05/05/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,370,0,11/05/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,17/05/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,25/05/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,170,0,04/06/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,150,0,10/06/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,420,0,14/06/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,370,0,25/06/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,02/07/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,620,0,05/07/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,371,0,12/07/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,320,0,19/07/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,420,0,28/07/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,220,0,05/08/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,270,0,13/08/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,20/08/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,27/08/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,371,0,01/09/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,08/09/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,17/09/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,23/09/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,01/10/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,08/10/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,11/10/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,21/10/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,26/10/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,170,0,03/11/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,12/11/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,18/11/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,26/11/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,01/12/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,06/12/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,14/12/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,23/12/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,30/12/2018,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,04/01/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,13/01/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,21/01/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,26/01/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,31/01/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,07/02/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,15/02/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,23/02/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,03/03/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,08/03/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,210,0,18/03/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,24/03/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,28/03/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,120,0,04/04/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,14/04/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,22/04/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,27/04/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,04/05/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,13/05/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,17/05/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,25/05/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,30/05/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,06/06/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,15/06/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,371.5,0,1,20/06/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,0,0,0,01/07/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,0,0,0,08/07/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,0,0,0,14/07/2019,
Sucursal 01,MEX-2136,C00000004,AG00013,7342.6,0,0,0,19/07/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,0,520,0,27/07/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,545,0,1,18/05/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,270,0,27/05/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,02/06/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,356,0,10/06/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,356,0,17/06/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,356,0,23/06/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,356,0,30/06/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,356,0,08/07/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,356,0,12/07/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,320,0,21/07/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,356,0,29/07/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,02/08/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,320,0,09/08/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,17/08/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,25/08/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,356,0,01/09/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,08/09/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,220,0,13/09/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,23/09/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,28/09/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,08/10/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,14/10/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,22/10/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,28/10/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,03/11/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,12/11/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,170,0,15/11/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,25/11/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,02/12/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,06/12/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,16/12/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,21/12/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,29/12/2018,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,07/01/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,13/01/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,21/01/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,28/01/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,01/02/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,09/02/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,17/02/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,23/02/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,02/03/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,11/03/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,15/03/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,23/03/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,28/03/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,05/04/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,120,0,15/04/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,19/04/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,29/04/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,06/05/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,10/05/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,18/05/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,23/05/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,03/06/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,09/06/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,15/06/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,24/06/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,356,0,1,30/06/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,0,0,0,05/07/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,0,0,0,12/07/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,0,0,0,18/07/2019,
Sucursal 01,MEX-2136,C00000005,AG00014,7020,0,0,0,29/07/2019,
Sucursal 01,MEX-2136,C00000006,AG00015,6520,0,0,0,03/08/2019,
Sucursal 01,MEX-2136,C00000006,AG00015,6520,702.5,220,0,09/09/2018,
Sucursal 01,MEX-2136,C00000006,AG00015,6520,410,410,0,16/09/2018,
Sucursal 01,MEX-2136,C00000006,AG00015,6520,410,320,0,23/09/2018,
